fpr,tpr,ppv,acc,npv,LR+,LR-,threshold
0.573,$0.962 \pm 0.021$,$0.016 \pm 0.000$,$0.431 \pm -0.00$,$0.999 \pm 0.000$,$1.680 \pm 0.036$,$0.087 \pm -0.04$,0.003427317548332083
0.574,$0.962 \pm 0.021$,$0.016 \pm 0.000$,$0.430 \pm -0.00$,$0.999 \pm 0.000$,$1.677 \pm 0.036$,$0.087 \pm -0.04$,0.0034186797328113762
0.575,$0.962 \pm 0.020$,$0.016 \pm 0.000$,$0.429 \pm -0.00$,$0.999 \pm 0.000$,$1.675 \pm 0.036$,$0.086 \pm -0.04$,0.0034100419172906696
0.576,$0.963 \pm 0.020$,$0.016 \pm 0.000$,$0.428 \pm -0.00$,$0.999 \pm 0.000$,$1.672 \pm 0.036$,$0.086 \pm -0.04$,0.003401404101769963
0.577,$0.963 \pm 0.020$,$0.016 \pm 0.000$,$0.427 \pm -0.00$,$0.999 \pm 0.000$,$1.670 \pm 0.035$,$0.086 \pm -0.04$,0.0033927662862492567
0.578,$0.963 \pm 0.020$,$0.016 \pm 0.000$,$0.426 \pm -0.00$,$0.999 \pm 0.000$,$1.667 \pm 0.035$,$0.086 \pm -0.04$,0.00338412847072855
0.579,$0.963 \pm 0.020$,$0.016 \pm 0.000$,$0.425 \pm -0.00$,$0.999 \pm 0.000$,$1.665 \pm 0.035$,$0.085 \pm -0.04$,0.0033754906552078434
0.58,$0.963 \pm 0.020$,$0.016 \pm 0.000$,$0.425 \pm -0.00$,$0.999 \pm 0.000$,$1.662 \pm 0.035$,$0.085 \pm -0.04$,0.003366852839687137
0.581,$0.964 \pm 0.020$,$0.016 \pm 0.000$,$0.424 \pm -0.00$,$0.999 \pm 0.000$,$1.660 \pm 0.035$,$0.085 \pm -0.04$,0.0033582150241664305
0.582,$0.964 \pm 0.020$,$0.016 \pm 0.000$,$0.423 \pm -0.00$,$0.999 \pm 0.000$,$1.657 \pm 0.035$,$0.085 \pm -0.04$,0.003349577208645724
0.583,$0.964 \pm 0.020$,$0.016 \pm 0.000$,$0.422 \pm -0.00$,$0.999 \pm 0.000$,$1.655 \pm 0.035$,$0.084 \pm -0.04$,0.003340939393125017
0.584,$0.964 \pm 0.020$,$0.016 \pm 0.000$,$0.421 \pm -0.00$,$0.999 \pm 0.000$,$1.652 \pm 0.035$,$0.084 \pm -0.04$,0.003332301577604311
0.585,$0.964 \pm 0.020$,$0.016 \pm 0.000$,$0.420 \pm -0.00$,$0.999 \pm 0.000$,$1.650 \pm 0.035$,$0.084 \pm -0.04$,0.0033236637620836043
0.586,$0.965 \pm 0.020$,$0.016 \pm 0.000$,$0.419 \pm -0.00$,$0.999 \pm 0.000$,$1.647 \pm 0.034$,$0.084 \pm -0.04$,0.0033150259465628976
0.587,$0.965 \pm 0.020$,$0.016 \pm 0.000$,$0.418 \pm -0.00$,$0.999 \pm 0.000$,$1.645 \pm 0.034$,$0.083 \pm -0.04$,0.0033063881310421914
0.588,$0.965 \pm 0.020$,$0.016 \pm 0.000$,$0.417 \pm -0.00$,$0.999 \pm 0.000$,$1.643 \pm 0.034$,$0.083 \pm -0.04$,0.0032977503155214847
0.589,$0.965 \pm 0.020$,$0.016 \pm 0.000$,$0.416 \pm -0.00$,$0.999 \pm 0.000$,$1.640 \pm 0.034$,$0.083 \pm -0.04$,0.003289112500000778
0.59,$0.965 \pm 0.020$,$0.016 \pm 0.000$,$0.415 \pm -0.00$,$0.999 \pm 0.000$,$1.638 \pm 0.034$,$0.083 \pm -0.04$,0.003280474684480072
0.591,$0.966 \pm 0.020$,$0.016 \pm 0.000$,$0.414 \pm -0.00$,$0.999 \pm 0.000$,$1.635 \pm 0.034$,$0.082 \pm -0.04$,0.003271836868959365
0.592,$0.966 \pm 0.020$,$0.016 \pm 0.000$,$0.413 \pm -0.00$,$0.999 \pm 0.000$,$1.633 \pm 0.033$,$0.082 \pm -0.04$,0.0032631990534386585
0.593,$0.966 \pm 0.020$,$0.016 \pm 0.000$,$0.412 \pm -0.00$,$0.999 \pm 0.000$,$1.630 \pm 0.033$,$0.082 \pm -0.04$,0.0032545612379179523
0.594,$0.966 \pm 0.020$,$0.016 \pm 0.000$,$0.411 \pm -0.00$,$0.999 \pm 0.000$,$1.628 \pm 0.033$,$0.082 \pm -0.04$,0.0032459234223972456
0.595,$0.966 \pm 0.019$,$0.016 \pm 0.000$,$0.410 \pm -0.00$,$0.999 \pm 0.000$,$1.625 \pm 0.033$,$0.081 \pm -0.04$,0.003237285606876539
0.596,$0.966 \pm 0.019$,$0.016 \pm 0.000$,$0.409 \pm -0.00$,$0.999 \pm 0.000$,$1.623 \pm 0.033$,$0.081 \pm -0.04$,0.0032286477913558327
0.597,$0.967 \pm 0.019$,$0.016 \pm 0.000$,$0.408 \pm -0.00$,$0.999 \pm 0.000$,$1.620 \pm 0.032$,$0.081 \pm -0.04$,0.003220009975835126
0.598,$0.967 \pm 0.019$,$0.016 \pm 0.000$,$0.407 \pm -0.00$,$0.999 \pm 0.000$,$1.618 \pm 0.032$,$0.081 \pm -0.04$,0.0032113721603144194
0.599,$0.967 \pm 0.019$,$0.016 \pm 0.000$,$0.406 \pm -0.00$,$0.999 \pm 0.000$,$1.615 \pm 0.032$,$0.080 \pm -0.04$,0.0032027343447937127
0.6,$0.967 \pm 0.019$,$0.016 \pm 0.000$,$0.405 \pm -0.00$,$0.999 \pm 0.000$,$1.613 \pm 0.032$,$0.080 \pm -0.04$,0.0031940965292730065
0.601,$0.968 \pm 0.019$,$0.015 \pm 0.000$,$0.403 \pm -0.00$,$0.999 \pm 0.000$,$1.608 \pm 0.029$,$0.080 \pm -0.04$,0.0031772261216336957
0.602,$0.968 \pm 0.019$,$0.015 \pm 0.000$,$0.402 \pm -0.00$,$0.999 \pm 0.000$,$1.606 \pm 0.029$,$0.079 \pm -0.04$,0.003169342616152792
0.603,$0.968 \pm 0.019$,$0.015 \pm 0.000$,$0.401 \pm -0.00$,$0.999 \pm 0.000$,$1.604 \pm 0.029$,$0.079 \pm -0.04$,0.0031614591106718876
0.604,$0.968 \pm 0.019$,$0.015 \pm 0.000$,$0.400 \pm -0.00$,$0.999 \pm 0.000$,$1.601 \pm 0.029$,$0.079 \pm -0.04$,0.0031535756051909833
0.605,$0.968 \pm 0.019$,$0.015 \pm 0.000$,$0.399 \pm -0.00$,$0.999 \pm 0.000$,$1.599 \pm 0.029$,$0.078 \pm -0.04$,0.003145692099710079
0.606,$0.969 \pm 0.019$,$0.015 \pm 0.000$,$0.399 \pm -0.00$,$0.999 \pm 0.000$,$1.597 \pm 0.029$,$0.078 \pm -0.04$,0.003137808594229175
0.607,$0.969 \pm 0.019$,$0.015 \pm 0.000$,$0.398 \pm -0.00$,$0.999 \pm 0.000$,$1.595 \pm 0.029$,$0.078 \pm -0.04$,0.003129925088748271
0.608,$0.969 \pm 0.019$,$0.015 \pm 0.000$,$0.397 \pm -0.00$,$0.999 \pm 0.000$,$1.593 \pm 0.029$,$0.078 \pm -0.04$,0.0031220415832673666
0.609,$0.969 \pm 0.019$,$0.015 \pm 0.000$,$0.396 \pm -0.00$,$0.999 \pm 0.000$,$1.590 \pm 0.029$,$0.077 \pm -0.04$,0.0031141580777864627
0.61,$0.969 \pm 0.019$,$0.015 \pm 0.000$,$0.395 \pm -0.00$,$0.999 \pm 0.000$,$1.588 \pm 0.029$,$0.077 \pm -0.04$,0.0031062745723055584
0.611,$0.969 \pm 0.019$,$0.015 \pm 0.000$,$0.394 \pm -0.00$,$0.999 \pm 0.000$,$1.586 \pm 0.029$,$0.077 \pm -0.04$,0.003098391066824654
0.612,$0.970 \pm 0.019$,$0.015 \pm 0.000$,$0.393 \pm -0.00$,$0.999 \pm 0.000$,$1.584 \pm 0.029$,$0.077 \pm -0.04$,0.0030905075613437503
0.613,$0.970 \pm 0.018$,$0.015 \pm 0.000$,$0.392 \pm -0.00$,$0.999 \pm 0.000$,$1.582 \pm 0.029$,$0.076 \pm -0.04$,0.003082624055862846
0.614,$0.970 \pm 0.018$,$0.015 \pm 0.000$,$0.391 \pm -0.00$,$0.999 \pm 0.000$,$1.580 \pm 0.029$,$0.076 \pm -0.04$,0.0030747405503819417
0.615,$0.970 \pm 0.018$,$0.015 \pm 0.000$,$0.390 \pm -0.00$,$0.999 \pm 0.000$,$1.577 \pm 0.029$,$0.076 \pm -0.04$,0.0030668570449010374
0.616,$0.970 \pm 0.018$,$0.015 \pm 0.000$,$0.389 \pm -0.00$,$0.999 \pm 0.000$,$1.575 \pm 0.029$,$0.075 \pm -0.04$,0.0030589735394201335
0.617,$0.971 \pm 0.018$,$0.015 \pm 0.000$,$0.388 \pm -0.00$,$0.999 \pm 0.000$,$1.573 \pm 0.029$,$0.075 \pm -0.04$,0.0030510900339392293
0.618,$0.971 \pm 0.018$,$0.015 \pm 0.000$,$0.387 \pm -0.00$,$0.999 \pm 0.000$,$1.571 \pm 0.028$,$0.075 \pm -0.04$,0.003043206528458325
0.619,$0.971 \pm 0.018$,$0.015 \pm 0.000$,$0.386 \pm -0.00$,$0.999 \pm 0.000$,$1.569 \pm 0.028$,$0.075 \pm -0.04$,0.003035323022977421
0.62,$0.971 \pm 0.018$,$0.015 \pm 0.000$,$0.385 \pm -0.00$,$0.999 \pm 0.000$,$1.566 \pm 0.028$,$0.074 \pm -0.04$,0.003027439517496517
0.621,$0.971 \pm 0.018$,$0.015 \pm 0.000$,$0.384 \pm -0.00$,$0.999 \pm 0.000$,$1.564 \pm 0.028$,$0.074 \pm -0.04$,0.0030195560120156125
0.622,$0.971 \pm 0.018$,$0.015 \pm 0.000$,$0.383 \pm -0.00$,$0.999 \pm 0.000$,$1.562 \pm 0.028$,$0.074 \pm -0.04$,0.0030116725065347082
0.623,$0.972 \pm 0.018$,$0.015 \pm 0.000$,$0.382 \pm -0.00$,$0.999 \pm 0.000$,$1.560 \pm 0.028$,$0.073 \pm -0.04$,0.0030037890010538044
0.624,$0.972 \pm 0.018$,$0.015 \pm 0.000$,$0.380 \pm -0.00$,$0.999 \pm 0.000$,$1.556 \pm 0.026$,$0.073 \pm -0.04$,0.00298854868770407
0.625,$0.972 \pm 0.018$,$0.015 \pm 0.000$,$0.380 \pm -0.00$,$0.999 \pm 0.000$,$1.554 \pm 0.026$,$0.073 \pm -0.04$,0.00298119187983524
0.626,$0.972 \pm 0.018$,$0.015 \pm 0.000$,$0.379 \pm -0.00$,$0.999 \pm 0.000$,$1.551 \pm 0.026$,$0.073 \pm -0.04$,0.00297383507196641
0.627,$0.972 \pm 0.018$,$0.015 \pm 0.000$,$0.378 \pm -0.00$,$0.999 \pm 0.000$,$1.549 \pm 0.026$,$0.073 \pm -0.04$,0.00296647826409758
0.628,$0.972 \pm 0.018$,$0.015 \pm 0.000$,$0.377 \pm -0.00$,$0.999 \pm 0.000$,$1.547 \pm 0.026$,$0.072 \pm -0.04$,0.00295912145622875
0.629,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.376 \pm -0.00$,$0.999 \pm 0.000$,$1.545 \pm 0.025$,$0.072 \pm -0.04$,0.00295176464835992
0.63,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.375 \pm -0.00$,$0.999 \pm 0.000$,$1.543 \pm 0.025$,$0.072 \pm -0.04$,0.00294440784049109
0.631,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.374 \pm -0.00$,$0.999 \pm 0.000$,$1.541 \pm 0.025$,$0.072 \pm -0.04$,0.00293705103262226
0.632,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.373 \pm -0.00$,$0.999 \pm 0.000$,$1.539 \pm 0.025$,$0.072 \pm -0.04$,0.00292969422475343
0.633,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.372 \pm -0.00$,$0.999 \pm 0.000$,$1.537 \pm 0.026$,$0.072 \pm -0.04$,0.0029223374168846
0.634,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.371 \pm -0.00$,$0.999 \pm 0.000$,$1.535 \pm 0.026$,$0.072 \pm -0.04$,0.00291498060901577
0.635,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.370 \pm -0.00$,$0.999 \pm 0.000$,$1.533 \pm 0.026$,$0.072 \pm -0.04$,0.00290762380114694
0.636,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.369 \pm -0.00$,$0.999 \pm 0.000$,$1.530 \pm 0.026$,$0.071 \pm -0.04$,0.0029002669932781102
0.637,$0.973 \pm 0.017$,$0.015 \pm 0.000$,$0.368 \pm -0.00$,$0.999 \pm 0.000$,$1.528 \pm 0.026$,$0.071 \pm -0.04$,0.00289291018540928
0.638,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.367 \pm -0.00$,$0.999 \pm 0.000$,$1.526 \pm 0.026$,$0.071 \pm -0.04$,0.00288555337754045
0.639,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.366 \pm -0.00$,$0.999 \pm 0.000$,$1.524 \pm 0.026$,$0.071 \pm -0.04$,0.00287819656967162
0.64,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.365 \pm -0.00$,$0.999 \pm 0.000$,$1.522 \pm 0.026$,$0.071 \pm -0.04$,0.00287083976180279
0.641,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.364 \pm -0.00$,$0.999 \pm 0.000$,$1.520 \pm 0.026$,$0.071 \pm -0.04$,0.00286348295393396
0.642,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.363 \pm -0.00$,$0.999 \pm 0.000$,$1.518 \pm 0.026$,$0.071 \pm -0.04$,0.00285612614606513
0.643,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.362 \pm -0.00$,$0.999 \pm 0.000$,$1.516 \pm 0.026$,$0.070 \pm -0.04$,0.0028487693381963
0.644,$0.974 \pm 0.017$,$0.015 \pm 0.000$,$0.361 \pm 0.000$,$0.999 \pm 0.000$,$1.514 \pm 0.028$,$0.070 \pm -0.04$,0.00284141253032747
0.645,$0.974 \pm 0.016$,$0.015 \pm 0.000$,$0.360 \pm 0.000$,$0.999 \pm 0.000$,$1.512 \pm 0.028$,$0.070 \pm -0.04$,0.00283405572245864
0.646,$0.974 \pm 0.016$,$0.015 \pm 0.000$,$0.359 \pm 0.000$,$0.999 \pm 0.000$,$1.510 \pm 0.028$,$0.070 \pm -0.04$,0.00282669891458981
0.647,$0.975 \pm 0.016$,$0.015 \pm 0.000$,$0.358 \pm 0.000$,$0.999 \pm 0.000$,$1.507 \pm 0.028$,$0.070 \pm -0.04$,0.00281934210672098
0.648,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.357 \pm 0.000$,$0.999 \pm 0.000$,$1.505 \pm 0.028$,$0.070 \pm -0.04$,0.00281198529885215
0.649,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.356 \pm 0.000$,$0.999 \pm 0.000$,$1.503 \pm 0.028$,$0.070 \pm -0.04$,0.00280462849098332
0.65,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.355 \pm 0.000$,$0.999 \pm 0.000$,$1.501 \pm 0.027$,$0.069 \pm -0.04$,0.00279727168311449
0.651,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.354 \pm 0.000$,$0.999 \pm 0.000$,$1.499 \pm 0.027$,$0.069 \pm -0.04$,0.00278991487524566
0.652,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.353 \pm 0.000$,$0.999 \pm 0.000$,$1.497 \pm 0.027$,$0.069 \pm -0.04$,0.00278255806737683
0.653,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.352 \pm 0.000$,$0.999 \pm 0.000$,$1.495 \pm 0.027$,$0.069 \pm -0.04$,0.002775201259508
0.654,$0.975 \pm 0.016$,$0.014 \pm 0.000$,$0.351 \pm 0.000$,$0.999 \pm 0.000$,$1.493 \pm 0.027$,$0.069 \pm -0.04$,0.00276784445163917
0.655,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.351 \pm 0.000$,$0.999 \pm 0.000$,$1.491 \pm 0.027$,$0.069 \pm -0.04$,0.00276048764377034
0.656,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.350 \pm 0.000$,$0.999 \pm 0.000$,$1.489 \pm 0.027$,$0.069 \pm -0.04$,0.00275313083590151
0.657,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.349 \pm 0.000$,$0.999 \pm 0.000$,$1.487 \pm 0.027$,$0.069 \pm -0.04$,0.0027457740280326798
0.658,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.348 \pm 0.000$,$0.999 \pm 0.000$,$1.484 \pm 0.027$,$0.068 \pm -0.04$,0.0027384172201638498
0.659,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.347 \pm 0.000$,$0.999 \pm 0.000$,$1.482 \pm 0.027$,$0.068 \pm -0.04$,0.0027310604122950197
0.66,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.346 \pm 0.000$,$0.999 \pm 0.000$,$1.480 \pm 0.026$,$0.068 \pm -0.04$,0.0027237036044261897
0.661,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.345 \pm 0.000$,$0.999 \pm 0.000$,$1.478 \pm 0.026$,$0.068 \pm -0.04$,0.0027163467965573597
0.662,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.344 \pm 0.000$,$0.999 \pm 0.000$,$1.476 \pm 0.026$,$0.068 \pm -0.04$,0.0027089899886885297
0.663,$0.976 \pm 0.016$,$0.014 \pm 0.000$,$0.343 \pm 0.000$,$0.999 \pm 0.000$,$1.474 \pm 0.026$,$0.068 \pm -0.04$,0.0027016331808196997
0.664,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.342 \pm 0.000$,$0.999 \pm 0.000$,$1.472 \pm 0.026$,$0.068 \pm -0.04$,0.00269427637295087
0.665,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.341 \pm 0.000$,$0.999 \pm 0.000$,$1.470 \pm 0.026$,$0.067 \pm -0.04$,0.00268691956508204
0.666,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.340 \pm 0.000$,$0.999 \pm 0.000$,$1.468 \pm 0.026$,$0.067 \pm -0.04$,0.00267956275721321
0.667,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.339 \pm 0.000$,$0.999 \pm 0.000$,$1.466 \pm 0.025$,$0.067 \pm -0.04$,0.00267220594934438
0.668,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.338 \pm 0.000$,$0.999 \pm 0.000$,$1.464 \pm 0.025$,$0.067 \pm -0.04$,0.00266484914147555
0.669,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.337 \pm 0.000$,$0.999 \pm 0.000$,$1.461 \pm 0.025$,$0.067 \pm -0.04$,0.00265749233360672
0.67,$0.977 \pm 0.016$,$0.014 \pm 0.000$,$0.336 \pm 0.000$,$0.999 \pm 0.000$,$1.459 \pm 0.025$,$0.067 \pm -0.04$,0.00265013552573789
0.671,$0.977 \pm 0.015$,$0.014 \pm 0.000$,$0.335 \pm 0.000$,$0.999 \pm 0.000$,$1.457 \pm 0.025$,$0.067 \pm -0.04$,0.00264277871786906
0.672,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.334 \pm 0.000$,$0.999 \pm 0.000$,$1.455 \pm 0.024$,$0.066 \pm -0.04$,0.00263542191000023
0.673,$0.978 \pm 0.016$,$0.014 \pm 0.000$,$0.332 \pm -0.00$,$0.999 \pm 0.000$,$1.451 \pm 0.022$,$0.066 \pm -0.04$,0.0026219429090713364
0.674,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.331 \pm -0.00$,$0.999 \pm 0.000$,$1.449 \pm 0.022$,$0.066 \pm -0.04$,0.002615820716011273
0.675,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.330 \pm -0.00$,$0.999 \pm 0.000$,$1.448 \pm 0.023$,$0.066 \pm -0.04$,0.0026096985229512094
0.676,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.329 \pm -0.00$,$0.999 \pm 0.000$,$1.446 \pm 0.023$,$0.066 \pm -0.04$,0.002603576329891146
0.677,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.328 \pm -0.00$,$0.999 \pm 0.000$,$1.444 \pm 0.023$,$0.066 \pm -0.04$,0.0025974541368310824
0.678,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.327 \pm -0.00$,$0.999 \pm 0.000$,$1.442 \pm 0.022$,$0.065 \pm -0.04$,0.002591331943771019
0.679,$0.978 \pm 0.015$,$0.014 \pm 0.000$,$0.326 \pm -0.00$,$0.999 \pm 0.000$,$1.440 \pm 0.022$,$0.065 \pm -0.04$,0.002585209750710956
0.68,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.325 \pm -0.00$,$0.999 \pm 0.000$,$1.439 \pm 0.023$,$0.065 \pm -0.04$,0.0025790875576508923
0.681,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.324 \pm -0.00$,$0.999 \pm 0.000$,$1.437 \pm 0.023$,$0.065 \pm -0.04$,0.002572965364590829
0.682,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.323 \pm -0.00$,$0.999 \pm 0.000$,$1.435 \pm 0.023$,$0.065 \pm -0.04$,0.0025668431715307654
0.683,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.322 \pm -0.00$,$0.999 \pm 0.000$,$1.433 \pm 0.023$,$0.064 \pm -0.04$,0.002560720978470702
0.684,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.321 \pm -0.00$,$0.999 \pm 0.000$,$1.431 \pm 0.023$,$0.064 \pm -0.04$,0.0025545987854106384
0.685,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.320 \pm -0.00$,$0.999 \pm 0.000$,$1.429 \pm 0.023$,$0.064 \pm -0.04$,0.002548476592350575
0.686,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.320 \pm -0.00$,$0.999 \pm 0.000$,$1.428 \pm 0.023$,$0.064 \pm -0.04$,0.0025423543992905114
0.687,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.319 \pm -0.00$,$0.999 \pm 0.000$,$1.426 \pm 0.023$,$0.064 \pm -0.04$,0.002536232206230448
0.688,$0.979 \pm 0.015$,$0.014 \pm 0.000$,$0.318 \pm -0.00$,$0.999 \pm 0.000$,$1.424 \pm 0.023$,$0.064 \pm -0.04$,0.0025301100131703844
0.689,$0.980 \pm 0.015$,$0.014 \pm 0.000$,$0.317 \pm -0.00$,$0.999 \pm 0.000$,$1.422 \pm 0.023$,$0.063 \pm -0.04$,0.002523987820110321
0.69,$0.980 \pm 0.015$,$0.014 \pm 0.000$,$0.316 \pm -8.89$,$0.999 \pm 0.000$,$1.420 \pm 0.023$,$0.063 \pm -0.04$,0.0025178656270502574
0.691,$0.980 \pm 0.015$,$0.014 \pm 0.000$,$0.315 \pm -7.56$,$0.999 \pm 0.000$,$1.419 \pm 0.023$,$0.063 \pm -0.04$,0.002511743433990194
0.692,$0.980 \pm 0.015$,$0.014 \pm 0.000$,$0.314 \pm -6.23$,$0.999 \pm 0.000$,$1.417 \pm 0.023$,$0.063 \pm -0.04$,0.0025056212409301304
0.693,$0.980 \pm 0.015$,$0.014 \pm 0.000$,$0.313 \pm -4.91$,$0.999 \pm 0.000$,$1.415 \pm 0.023$,$0.063 \pm -0.04$,0.0024994990478700674
0.694,$0.980 \pm 0.015$,$0.014 \pm 0.000$,$0.312 \pm -3.59$,$0.999 \pm 0.000$,$1.413 \pm 0.022$,$0.063 \pm -0.04$,0.002493376854810004
0.695,$0.980 \pm 0.014$,$0.014 \pm 0.000$,$0.311 \pm -2.27$,$0.999 \pm 0.000$,$1.411 \pm 0.022$,$0.062 \pm -0.04$,0.0024872546617499404
0.696,$0.980 \pm 0.014$,$0.014 \pm 0.000$,$0.310 \pm -9.56$,$0.999 \pm 0.000$,$1.410 \pm 0.022$,$0.062 \pm -0.04$,0.002481132468689877
0.697,$0.980 \pm 0.014$,$0.014 \pm 0.000$,$0.309 \pm 3.580$,$0.999 \pm 0.000$,$1.408 \pm 0.022$,$0.062 \pm -0.04$,0.0024750102756298134
0.698,$0.981 \pm 0.014$,$0.014 \pm 0.000$,$0.308 \pm 1.669$,$0.999 \pm 0.000$,$1.406 \pm 0.022$,$0.062 \pm -0.04$,0.00246888808256975
0.699,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.307 \pm 2.978$,$0.999 \pm 0.000$,$1.404 \pm 0.022$,$0.062 \pm -0.04$,0.0024627658895096864
0.7,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.306 \pm 4.283$,$0.999 \pm 0.000$,$1.402 \pm 0.022$,$0.062 \pm -0.04$,0.002456643696449623
0.701,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.305 \pm 5.586$,$0.999 \pm 0.000$,$1.400 \pm 0.022$,$0.061 \pm -0.04$,0.0024505215033895594
0.702,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.304 \pm 6.887$,$0.999 \pm 0.000$,$1.399 \pm 0.022$,$0.061 \pm -0.04$,0.002444399310329496
0.703,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.303 \pm 8.184$,$0.999 \pm 0.000$,$1.397 \pm 0.022$,$0.061 \pm -0.04$,0.0024382771172694324
0.704,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.302 \pm 9.479$,$0.999 \pm 0.000$,$1.395 \pm 0.022$,$0.061 \pm -0.04$,0.002432154924209369
0.705,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.301 \pm 0.000$,$0.999 \pm 0.000$,$1.393 \pm 0.022$,$0.061 \pm -0.04$,0.002426032731149306
0.706,$0.981 \pm 0.014$,$0.013 \pm 0.000$,$0.300 \pm 0.000$,$0.999 \pm 0.000$,$1.391 \pm 0.022$,$0.061 \pm -0.04$,0.0024199105380892424
0.707,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.299 \pm 0.000$,$0.999 \pm 0.000$,$1.390 \pm 0.021$,$0.060 \pm -0.04$,0.002413788345029179
0.708,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.298 \pm 0.000$,$0.999 \pm 0.000$,$1.388 \pm 0.021$,$0.060 \pm -0.04$,0.0024076661519691154
0.709,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.297 \pm 0.000$,$0.999 \pm 0.000$,$1.386 \pm 0.021$,$0.060 \pm -0.04$,0.002401543958909052
0.71,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.296 \pm 0.000$,$0.999 \pm 0.000$,$1.384 \pm 0.021$,$0.060 \pm -0.04$,0.0023954217658489884
0.711,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.295 \pm 0.000$,$0.999 \pm 0.000$,$1.382 \pm 0.021$,$0.060 \pm -0.04$,0.002389299572788925
0.712,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.294 \pm 0.000$,$0.999 \pm 0.000$,$1.380 \pm 0.021$,$0.060 \pm -0.04$,0.0023831773797288614
0.713,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.293 \pm 0.000$,$0.999 \pm 0.000$,$1.379 \pm 0.021$,$0.059 \pm -0.04$,0.002377055186668798
0.714,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.292 \pm 0.000$,$0.999 \pm 0.000$,$1.377 \pm 0.021$,$0.059 \pm -0.04$,0.0023709329936087344
0.715,$0.982 \pm 0.014$,$0.013 \pm 0.000$,$0.291 \pm 0.000$,$0.999 \pm 0.000$,$1.375 \pm 0.020$,$0.059 \pm -0.04$,0.002364810800548671
